,database,query,num_topics,qry_topics,num_documents,rand_seed,coherence,ext_query_size,num_relevant,f_distance,top_10_true,top_20_true
41,Kitchenham,literatur review,20,10,1704,826,0.49003671795650294,277,45,8,1,1
42,Kitchenham,literatur review,30,11,1704,826,0.45924873269297883,161,45,19,0,1
43,Kitchenham,literatur review,40,4,1704,826,0.4306087779210143,175,45,20,0,1
44,Kitchenham,literatur review,50,6,1704,826,0.4202686096688726,88,45,8,1,2
45,Kitchenham,literatur review,60,5,1704,826,0.4122850453430297,94,45,18,0,1
46,Kitchenham,literatur review,70,1,1704,826,0.40470379856484007,128,45,21,0,0
47,Kitchenham,literatur review,80,4,1704,826,0.40263739354681666,97,45,21,0,0
48,Kitchenham,literatur review,90,1,1704,826,0.37232057818771314,81,45,19,0,1
49,Kitchenham,literatur review,100,3,1704,826,0.3799265580929314,82,45,9,2,2
50,Kitchenham,literatur review,110,2,1704,826,0.37431382741359986,79,45,15,0,2
51,Kitchenham,literatur review,120,4,1704,826,0.3801790004142796,68,45,8,1,4
52,Kitchenham,literatur review,130,7,1704,826,0.37506431715989424,56,45,14,0,3
53,Kitchenham,literatur review,140,3,1704,826,0.3727620280478216,66,45,18,0,2
54,Kitchenham,literatur review,150,2,1704,826,0.3703529795404709,60,45,11,0,2
55,Kitchenham,literatur review,160,3,1704,826,0.36892563869387346,58,45,16,0,4
56,Kitchenham,literatur review,170,3,1704,826,0.37148264694807426,59,45,14,0,3
57,Kitchenham,literatur review,180,4,1704,826,0.36628087948994253,57,45,12,0,2
58,Kitchenham,literatur review,190,1,1704,826,0.3702373425105373,64,45,9,1,4
59,Kitchenham,literatur review,200,3,1704,826,0.3770796709047689,39,45,13,0,3
60,Kitchenham,literatur review,10,10,1704,310,0.5183848420120185,311,45,1,2,3
61,Kitchenham,literatur review,20,18,1704,310,0.5016295481346231,219,45,6,1,1
62,Kitchenham,literatur review,30,7,1704,310,0.4656640404670202,173,45,10,1,1
63,Kitchenham,literatur review,40,6,1704,310,0.4331878515947333,146,45,20,0,1
64,Kitchenham,literatur review,50,5,1704,310,0.4135254879687744,109,45,2,1,1
65,Kitchenham,literatur review,60,2,1704,310,0.4045307337022382,104,45,19,0,1
66,Kitchenham,literatur review,70,1,1704,310,0.4025886280773143,89,45,19,0,1
67,Kitchenham,literatur review,80,1,1704,310,0.39473329575777943,103,45,13,0,2
68,Kitchenham,literatur review,90,2,1704,310,0.3957391908671737,96,45,20,0,1
69,Kitchenham,literatur review,100,3,1704,310,0.38367855049003063,76,45,17,0,1
70,Kitchenham,literatur review,110,3,1704,310,0.3753908960909754,63,45,22,0,0
71,Kitchenham,literatur review,120,2,1704,310,0.3727667676077152,73,45,17,0,2
72,Kitchenham,literatur review,130,1,1704,310,0.37483331442357987,64,45,15,0,2
73,Kitchenham,literatur review,140,2,1704,310,0.3746711360505004,66,45,11,0,2
74,Kitchenham,literatur review,150,1,1704,310,0.37446319493810454,66,45,11,0,2
75,Kitchenham,literatur review,160,5,1704,310,0.3729633420718459,46,45,12,0,3
76,Kitchenham,literatur review,170,2,1704,310,0.36679825371377317,90,45,15,0,2
77,Kitchenham,literatur review,180,1,1704,310,0.3714803658326297,50,45,16,0,3
78,Kitchenham,literatur review,190,4,1704,310,0.3729011849032244,51,45,17,0,3
79,Kitchenham,literatur review,200,4,1704,310,0.3682718469902763,46,45,7,2,4
80,Kitchenham,literatur review,10,10,1704,983,0.5237834847226122,333,45,6,1,3
81,Kitchenham,literatur review,20,20,1704,983,0.48191187264792595,198,45,25,0,0
82,Kitchenham,literatur review,30,3,1704,983,0.4609401148388017,199,45,3,1,2
83,Kitchenham,literatur review,40,4,1704,983,0.42607078070891935,144,45,25,0,0
84,Kitchenham,literatur review,50,8,1704,983,0.42637398695804885,108,45,12,0,2
85,Kitchenham,literatur review,60,3,1704,983,0.4137111778725613,89,45,17,0,1
86,Kitchenham,literatur review,70,5,1704,983,0.3960855557736946,76,45,21,0,0
87,Kitchenham,literatur review,80,2,1704,983,0.3947093425763678,94,45,17,0,2
88,Kitchenham,literatur review,90,1,1704,983,0.39152776560454344,94,45,17,0,1
89,Kitchenham,literatur review,100,6,1704,983,0.3883407658108007,68,45,19,0,2
90,Kitchenham,literatur review,110,4,1704,983,0.3744617538689509,82,45,14,0,2
91,Kitchenham,literatur review,120,3,1704,983,0.38395709990684485,62,45,9,1,2
92,Kitchenham,literatur review,130,5,1704,983,0.3716865827017213,73,45,9,2,3
93,Kitchenham,literatur review,140,1,1704,983,0.37457006304136997,58,45,15,0,3
94,Kitchenham,literatur review,150,4,1704,983,0.37392407119340315,61,45,12,0,2
95,Kitchenham,literatur review,160,1,1704,983,0.3701088329146437,56,45,13,0,4
96,Kitchenham,literatur review,170,5,1704,983,0.3705301788900762,102,45,16,0,1
97,Kitchenham,literatur review,180,6,1704,983,0.37167493674658103,56,45,16,0,2
98,Kitchenham,literatur review,190,5,1704,983,0.3715634763156158,47,45,16,0,3
99,Kitchenham,literatur review,200,5,1704,983,0.3676026551548779,47,45,12,0,3
100,Radjenovic,defect predict metric,10,10,6000,534,0.44591857193355233,3,48,1,3,4
101,Radjenovic,defect predict metric,20,20,6000,534,0.47092037095150124,3,48,3,4,5
102,Radjenovic,defect predict metric,30,30,6000,534,0.45071845397437127,3,48,3,3,4
103,Radjenovic,defect predict metric,40,40,6000,534,0.44466608485120973,3,48,8,1,2
104,Radjenovic,defect predict metric,50,50,6000,534,0.4293313632384539,3,48,6,2,2
105,Radjenovic,defect predict metric,60,60,6000,534,0.4188339475844088,3,48,6,1,2
106,Radjenovic,defect predict metric,70,70,6000,534,0.4177988010215344,3,48,13,0,1
107,Radjenovic,defect predict metric,80,80,6000,534,0.4090974481563522,3,48,2,3,4
108,Radjenovic,defect predict metric,90,90,6000,534,0.39800884057867686,3,48,4,2,4
109,Radjenovic,defect predict metric,100,3,6000,534,0.39860197268566755,3,48,11,0,2
110,Radjenovic,defect predict metric,110,3,6000,534,0.3891294622832038,3,48,13,0,3
111,Radjenovic,defect predict metric,120,3,6000,534,0.3815444835084015,3,48,1,5,8
112,Radjenovic,defect predict metric,130,3,6000,534,0.38269241684812455,3,48,14,0,1
113,Radjenovic,defect predict metric,140,3,6000,534,0.38163059451933035,3,48,3,1,3
114,Radjenovic,defect predict metric,150,3,6000,534,0.382834764070162,3,48,4,4,4
115,Radjenovic,defect predict metric,160,3,6000,534,0.3776592931864317,3,48,16,0,1
116,Radjenovic,defect predict metric,170,3,6000,534,0.37720734114930604,3,48,10,1,3
117,Radjenovic,defect predict metric,180,3,6000,534,0.37777196306245925,3,48,6,3,3
118,Radjenovic,defect predict metric,190,3,6000,534,0.3766741078605314,3,48,2,2,3
119,Radjenovic,defect predict metric,200,3,6000,534,0.36352984602814603,3,48,2,3,5
120,Radjenovic,defect predict metric,10,10,6000,424,0.44512854954551073,3,48,3,2,3
121,Radjenovic,defect predict metric,20,20,6000,424,0.4680443755853411,3,48,4,4,6
122,Radjenovic,defect predict metric,30,30,6000,424,0.46314611132319033,3,48,1,2,3
123,Radjenovic,defect predict metric,40,40,6000,424,0.44528191257854033,3,48,2,2,5
124,Radjenovic,defect predict metric,50,50,6000,424,0.42914820744455334,3,48,3,2,2
125,Radjenovic,defect predict metric,60,60,6000,424,0.415392459929123,3,48,1,1,3
126,Radjenovic,defect predict metric,70,70,6000,424,0.4108153864023205,3,48,1,3,7
127,Radjenovic,defect predict metric,80,80,6000,424,0.40491640201521173,3,48,4,1,3
128,Radjenovic,defect predict metric,90,90,6000,424,0.4002806064179139,3,48,1,3,3
129,Radjenovic,defect predict metric,100,4,6000,424,0.39420450191328965,3,48,3,2,4
130,Radjenovic,defect predict metric,110,3,6000,424,0.39402337806048504,3,48,9,1,1
131,Radjenovic,defect predict metric,120,3,6000,424,0.3902388593040434,3,48,4,3,3
132,Radjenovic,defect predict metric,130,3,6000,424,0.3833054691120015,3,48,4,3,3
133,Radjenovic,defect predict metric,140,3,6000,424,0.38012056927294596,3,48,2,2,4
134,Radjenovic,defect predict metric,150,3,6000,424,0.374553510775783,3,48,5,1,2
135,Radjenovic,defect predict metric,160,3,6000,424,0.37029007936663516,3,48,4,1,4
136,Radjenovic,defect predict metric,170,3,6000,424,0.37884715436672756,3,48,9,1,4
137,Radjenovic,defect predict metric,180,3,6000,424,0.36150178628589125,3,48,3,2,5
138,Radjenovic,defect predict metric,190,3,6000,424,0.37214309994673006,3,48,3,3,4
139,Radjenovic,defect predict metric,200,3,6000,424,0.36876793043549605,3,48,4,2,3
140,Radjenovic,defect predict metric,10,10,6000,826,0.4634889875432001,3,48,12,0,4
141,Radjenovic,defect predict metric,20,20,6000,826,0.46486972151888645,3,48,5,2,5
142,Radjenovic,defect predict metric,30,30,6000,826,0.4572612090407555,3,48,3,3,4
143,Radjenovic,defect predict metric,40,40,6000,826,0.4488490186937062,3,48,2,3,3
144,Radjenovic,defect predict metric,50,50,6000,826,0.43088673123296095,3,48,1,1,1
145,Radjenovic,defect predict metric,60,60,6000,826,0.41889224794297747,3,48,1,2,2
146,Radjenovic,defect predict metric,70,70,6000,826,0.41187844686768926,3,48,1,4,7
147,Radjenovic,defect predict metric,80,80,6000,826,0.40819526787623295,3,48,2,2,3
148,Radjenovic,defect predict metric,90,90,6000,826,0.3896736130428511,3,48,3,2,4
149,Radjenovic,defect predict metric,100,3,6000,826,0.39678840766613954,3,48,6,1,4
150,Radjenovic,defect predict metric,110,3,6000,826,0.3900452941237506,3,48,8,1,1
151,Radjenovic,defect predict metric,120,3,6000,826,0.3865649859500801,3,48,3,3,4
152,Radjenovic,defect predict metric,130,3,6000,826,0.3796819410685565,3,48,2,3,4
153,Radjenovic,defect predict metric,140,3,6000,826,0.37234279817300225,3,48,3,2,4
154,Radjenovic,defect predict metric,150,3,6000,826,0.38096523600142196,3,48,3,2,5
155,Radjenovic,defect predict metric,160,3,6000,826,0.37977245499483936,3,48,2,2,4
156,Radjenovic,defect predict metric,170,3,6000,826,0.3722024190823876,3,48,5,1,4
157,Radjenovic,defect predict metric,180,3,6000,826,0.3763719030298811,3,48,13,0,3
158,Radjenovic,defect predict metric,190,3,6000,826,0.3693742003819222,3,48,7,2,5
159,Radjenovic,defect predict metric,200,3,6000,826,0.36522170179631247,3,48,6,2,4
160,Radjenovic,defect predict metric,10,10,6000,310,0.4698273785541991,3,48,7,3,3
161,Radjenovic,defect predict metric,20,20,6000,310,0.46541238918843986,3,48,1,2,7
162,Radjenovic,defect predict metric,30,30,6000,310,0.45862304398264037,3,48,5,2,4
163,Radjenovic,defect predict metric,40,40,6000,310,0.4438474988005375,3,48,14,0,2
164,Radjenovic,defect predict metric,50,50,6000,310,0.43742807861350563,3,48,2,4,5
165,Radjenovic,defect predict metric,60,60,6000,310,0.4239524418453577,3,48,11,0,1
166,Radjenovic,defect predict metric,70,70,6000,310,0.4180120088466587,3,48,3,2,2
167,Radjenovic,defect predict metric,80,80,6000,310,0.40126133896631105,3,48,19,0,1
168,Radjenovic,defect predict metric,90,90,6000,310,0.39494448178433866,3,48,2,3,3
169,Radjenovic,defect predict metric,100,3,6000,310,0.39180717178324037,3,48,6,2,5
170,Radjenovic,defect predict metric,110,3,6000,310,0.39427782154421703,3,48,11,0,4
171,Radjenovic,defect predict metric,120,3,6000,310,0.3902728282748634,3,48,26,0,0
172,Radjenovic,defect predict metric,130,3,6000,310,0.3895766831522585,3,48,22,0,0
173,Radjenovic,defect predict metric,140,3,6000,310,0.3805354386673706,3,48,1,1,3
174,Radjenovic,defect predict metric,150,3,6000,310,0.377507312563309,3,48,1,2,4
175,Radjenovic,defect predict metric,160,3,6000,310,0.37592363517170196,3,48,6,2,4
176,Radjenovic,defect predict metric,170,3,6000,310,0.37751182023781743,3,48,25,0,0
177,Radjenovic,defect predict metric,180,3,6000,310,0.37676647634365945,3,48,7,2,4
178,Radjenovic,defect predict metric,190,3,6000,310,0.3731072171663354,3,48,5,2,5
179,Radjenovic,defect predict metric,200,3,6000,310,0.3749215075888832,3,48,2,3,5
180,Radjenovic,defect predict metric,10,10,6000,983,0.46972393523941475,3,48,4,3,3
181,Radjenovic,defect predict metric,20,20,6000,983,0.4748806501984836,3,48,1,2,3
182,Radjenovic,defect predict metric,30,30,6000,983,0.4568035176200304,3,48,5,1,3
183,Radjenovic,defect predict metric,40,40,6000,983,0.4537972462589167,3,48,5,1,3
184,Radjenovic,defect predict metric,50,50,6000,983,0.4353346479320671,3,48,56,0,0
185,Radjenovic,defect predict metric,60,60,6000,983,0.4162796602878766,3,48,5,3,4
186,Radjenovic,defect predict metric,70,70,6000,983,0.4064806026649031,3,48,28,0,0
187,Radjenovic,defect predict metric,80,80,6000,983,0.4121170640638766,3,48,2,2,4
188,Radjenovic,defect predict metric,90,90,6000,983,0.39657413784208173,3,48,20,0,1
189,Radjenovic,defect predict metric,100,3,6000,983,0.3979361803137705,3,48,1,4,7
190,Radjenovic,defect predict metric,110,3,6000,983,0.3920784863912913,3,48,21,0,0
191,Radjenovic,defect predict metric,120,3,6000,983,0.38539444098764186,3,48,13,0,2
192,Radjenovic,defect predict metric,130,3,6000,983,0.38404843803347183,3,48,6,3,3
193,Radjenovic,defect predict metric,140,3,6000,983,0.3814166600411773,3,48,3,2,4
194,Radjenovic,defect predict metric,150,3,6000,983,0.3796934680019031,3,48,7,2,6
195,Radjenovic,defect predict metric,160,3,6000,983,0.3787296135988956,3,48,1,3,4
196,Radjenovic,defect predict metric,170,3,6000,983,0.36922426960816307,3,48,4,3,4
197,Radjenovic,defect predict metric,180,3,6000,983,0.3737635302297778,3,48,12,0,3
198,Radjenovic,defect predict metric,190,3,6000,983,0.3756600443215234,3,48,4,4,5
199,Radjenovic,defect predict metric,200,3,6000,983,0.37003141637263026,3,48,11,0,4
200,Hall,defect predict,10,10,8911,534,0.4930575673558086,2,104,6,3,3
201,Hall,defect predict,20,4,8911,534,0.511850673698891,362,104,1,7,11
202,Hall,defect predict,30,3,8911,534,0.5126666526537219,317,104,1,5,9
203,Hall,defect predict,40,40,8911,534,0.5095368503637164,2,104,9,1,2
204,Hall,defect predict,50,50,8911,534,0.502004268107069,2,104,3,3,5
205,Hall,defect predict,60,60,8911,534,0.4970953181966392,2,104,1,6,8
206,Hall,defect predict,70,70,8911,534,0.4931751379837828,2,104,3,4,9
207,Hall,defect predict,80,80,8911,534,0.48119800536723556,2,104,2,5,9
208,Hall,defect predict,90,90,8911,534,0.4756499673918876,2,104,2,4,11
209,Hall,defect predict,100,2,8911,534,0.48042005287041023,2,104,3,6,10
210,Hall,defect predict,110,2,8911,534,0.4688351072072313,2,104,1,6,13
211,Hall,defect predict,120,2,8911,534,0.4647770987924767,2,104,1,8,15
212,Hall,defect predict,130,2,8911,534,0.46177731390593024,2,104,1,7,13
213,Hall,defect predict,140,2,8911,534,0.4558566229645237,2,104,2,7,14
214,Hall,defect predict,150,2,8911,534,0.44353712233018605,2,104,2,6,10
215,Hall,defect predict,160,2,8911,534,0.44132182191752245,2,104,2,5,11
216,Hall,defect predict,170,2,8911,534,0.4446748040441585,2,104,1,7,9
217,Hall,defect predict,180,2,8911,534,0.4390518776896798,2,104,1,8,15
218,Hall,defect predict,190,2,8911,534,0.4404945510085772,2,104,1,7,10
219,Hall,defect predict,200,2,8911,534,0.42878141936172776,2,104,1,7,14
220,Hall,defect predict,10,9,8911,424,0.5142410285000086,570,104,2,3,4
221,Hall,defect predict,20,6,8911,424,0.5126277029265391,356,104,1,6,9
222,Hall,defect predict,30,30,8911,424,0.5227126100486158,2,104,2,3,6
223,Hall,defect predict,40,40,8911,424,0.49910065403951337,2,104,6,2,5
224,Hall,defect predict,50,50,8911,424,0.5045626100192032,2,104,2,2,5
225,Hall,defect predict,60,60,8911,424,0.5015436916858119,2,104,1,5,6
226,Hall,defect predict,70,70,8911,424,0.47363416629432475,2,104,1,4,10
227,Hall,defect predict,80,80,8911,424,0.4858443868391298,2,104,1,4,8
228,Hall,defect predict,90,90,8911,424,0.4737478477551734,2,104,3,3,5
229,Hall,defect predict,100,3,8911,424,0.47323596436889753,2,104,3,1,6
230,Hall,defect predict,110,2,8911,424,0.4705317957734797,2,104,2,7,13
231,Hall,defect predict,120,2,8911,424,0.4606549710392502,2,104,1,4,9
232,Hall,defect predict,130,2,8911,424,0.4548787615045535,2,104,1,6,12
233,Hall,defect predict,140,2,8911,424,0.4522527776892232,2,104,1,7,12
234,Hall,defect predict,150,2,8911,424,0.4470520377775923,2,104,3,7,13
235,Hall,defect predict,160,2,8911,424,0.442030075027387,2,104,1,7,13
236,Hall,defect predict,170,2,8911,424,0.4387258020412187,2,104,1,7,10
237,Hall,defect predict,180,2,8911,424,0.43895909461772215,2,104,1,6,12
238,Hall,defect predict,190,2,8911,424,0.42860817071608703,2,104,1,7,14
239,Hall,defect predict,200,2,8911,424,0.44006768219513853,2,104,1,6,10
240,Hall,defect predict,10,9,8911,826,0.49190071130129776,548,104,2,3,5
241,Hall,defect predict,20,20,8911,826,0.5128492697615947,2,104,1,4,6
242,Hall,defect predict,30,30,8911,826,0.5153153777075056,2,104,1,6,9
243,Hall,defect predict,40,5,8911,826,0.5099891123596603,231,104,1,9,14
244,Hall,defect predict,50,1,8911,826,0.5107215507417479,244,104,1,6,13
245,Hall,defect predict,60,60,8911,826,0.4860788455678425,2,104,1,5,9
246,Hall,defect predict,70,70,8911,826,0.4852099015028572,2,104,1,6,13
247,Hall,defect predict,80,80,8911,826,0.48101625872878184,2,104,3,6,13
248,Hall,defect predict,90,90,8911,826,0.46852536533079947,2,104,1,8,14
249,Hall,defect predict,100,2,8911,826,0.4766053673832255,2,104,4,6,11
250,Hall,defect predict,110,2,8911,826,0.46307403412944037,2,104,1,5,12
251,Hall,defect predict,120,2,8911,826,0.4600433151438595,2,104,3,7,13
252,Hall,defect predict,130,2,8911,826,0.46329125624038114,2,104,2,5,11
253,Hall,defect predict,140,2,8911,826,0.45173796014188894,2,104,1,7,13
254,Hall,defect predict,150,2,8911,826,0.442572611927482,2,104,1,8,14
255,Hall,defect predict,160,2,8911,826,0.4430945933986088,2,104,1,7,13
256,Hall,defect predict,170,2,8911,826,0.4390221454600284,2,104,1,8,13
257,Hall,defect predict,180,2,8911,826,0.43557391735759077,2,104,1,8,15
258,Hall,defect predict,190,2,8911,826,0.4318607333852963,2,104,1,2,3
259,Hall,defect predict,200,2,8911,826,0.4347847164520914,2,104,1,8,13
260,Hall,defect predict,10,10,8911,310,0.49740462207709657,2,104,12,0,1
261,Hall,defect predict,20,20,8911,310,0.5114422701605701,2,104,4,3,3
262,Hall,defect predict,30,30,8911,310,0.5004872115540865,2,104,3,2,4
263,Hall,defect predict,40,40,8911,310,0.5061544589513238,2,104,7,1,4
264,Hall,defect predict,50,50,8911,310,0.4970020225049071,2,104,9,1,3
265,Hall,defect predict,60,60,8911,310,0.49224739709983145,2,104,1,2,9
266,Hall,defect predict,70,70,8911,310,0.4938274421906559,2,104,4,1,5
267,Hall,defect predict,80,80,8911,310,0.4763223491228642,2,104,4,4,8
268,Hall,defect predict,90,90,8911,310,0.4793830474373265,2,104,4,4,11
269,Hall,defect predict,100,2,8911,310,0.4710080417502613,2,104,3,8,12
270,Hall,defect predict,110,2,8911,310,0.46688697654342887,2,104,1,5,11
271,Hall,defect predict,120,2,8911,310,0.45921486665863365,2,104,3,6,12
272,Hall,defect predict,130,2,8911,310,0.45905836868009725,2,104,3,6,13
273,Hall,defect predict,140,2,8911,310,0.4530642989359953,2,104,1,7,13
274,Hall,defect predict,150,2,8911,310,0.4436211516952994,2,104,1,5,12
275,Hall,defect predict,160,2,8911,310,0.4491408970971659,2,104,1,7,14
276,Hall,defect predict,170,2,8911,310,0.44001668377100983,2,104,1,7,13
277,Hall,defect predict,180,2,8911,310,0.4370039703582816,2,104,3,4,5
278,Hall,defect predict,190,2,8911,310,0.43194756778292803,2,104,1,7,14
279,Hall,defect predict,200,2,8911,310,0.42951742475083576,2,104,1,7,13
280,Hall,defect predict,10,9,8911,983,0.5121831067186313,544,104,1,3,4
281,Hall,defect predict,20,20,8911,983,0.5138346025840503,2,104,1,3,4
282,Hall,defect predict,30,30,8911,983,0.5139028220508002,2,104,37,0,0
283,Hall,defect predict,40,40,8911,983,0.5124850255800825,2,104,13,0,2
284,Hall,defect predict,50,50,8911,983,0.5013211772409452,2,104,3,4,7
285,Hall,defect predict,60,60,8911,983,0.5019531567308356,2,104,1,7,12
286,Hall,defect predict,70,70,8911,983,0.4862023666862338,2,104,1,2,10
287,Hall,defect predict,80,80,8911,983,0.4765103289349247,2,104,3,4,10
288,Hall,defect predict,90,90,8911,983,0.47511660012729273,2,104,3,6,11
289,Hall,defect predict,100,2,8911,983,0.47171256933768385,2,104,4,3,9
290,Hall,defect predict,110,2,8911,983,0.4668237203951257,2,104,3,6,13
291,Hall,defect predict,120,2,8911,983,0.4588550972902147,2,104,2,8,10
292,Hall,defect predict,130,2,8911,983,0.45880931795471913,2,104,1,3,7
293,Hall,defect predict,140,2,8911,983,0.4513453768752714,2,104,3,2,4
294,Hall,defect predict,150,2,8911,983,0.4454249572521998,2,104,3,6,11
295,Hall,defect predict,160,2,8911,983,0.4417822509798473,2,104,1,8,16
296,Hall,defect predict,170,2,8911,983,0.4332693367327892,2,104,3,4,8
297,Hall,defect predict,180,2,8911,983,0.4423539941687627,2,104,11,0,1
298,Hall,defect predict,190,2,8911,983,0.4393805422030183,2,104,1,6,8
299,Hall,defect predict,200,2,8911,983,0.4316628150738808,2,104,1,6,12
300,Wahono,defect predict,10,10,7002,534,0.4640124325108861,2,62,7,1,1
301,Wahono,defect predict,20,8,7002,534,0.46780968069097,320,62,15,0,1
302,Wahono,defect predict,30,5,7002,534,0.4407902506294607,240,62,2,2,2
303,Wahono,defect predict,40,5,7002,534,0.43986529502412247,180,62,1,3,3
304,Wahono,defect predict,50,50,7002,534,0.4228143194835304,2,62,3,1,1
305,Wahono,defect predict,60,60,7002,534,0.41954232870998853,2,62,12,0,1
306,Wahono,defect predict,70,70,7002,534,0.40591874825874036,2,62,5,3,5
307,Wahono,defect predict,80,80,7002,534,0.40468378896784235,2,62,9,1,2
308,Wahono,defect predict,90,90,7002,534,0.4049786600202653,2,62,3,3,4
309,Wahono,defect predict,100,3,7002,534,0.39380576777230586,2,62,4,2,3
310,Wahono,defect predict,110,2,7002,534,0.392505884424989,2,62,2,2,4
311,Wahono,defect predict,120,2,7002,534,0.39495726747295057,2,62,1,2,3
312,Wahono,defect predict,130,2,7002,534,0.38102824540663666,2,62,1,2,3
313,Wahono,defect predict,140,2,7002,534,0.37639455192644344,2,62,1,3,3
314,Wahono,defect predict,150,2,7002,534,0.3831304814094795,2,62,2,3,4
315,Wahono,defect predict,160,2,7002,534,0.3754275296890167,2,62,1,2,2
316,Wahono,defect predict,170,2,7002,534,0.3766448836615956,2,62,8,2,2
317,Wahono,defect predict,180,2,7002,534,0.3764942913813781,2,62,1,3,3
318,Wahono,defect predict,190,2,7002,534,0.36690271372170363,2,62,4,2,3
319,Wahono,defect predict,200,2,7002,534,0.3728530369490662,2,62,4,2,2
320,Wahono,defect predict,10,10,7002,424,0.4741513936883804,360,62,10,1,5
321,Wahono,defect predict,20,8,7002,424,0.4756641109392391,324,62,1,3,7
322,Wahono,defect predict,30,30,7002,424,0.4385394510388861,2,62,12,0,1
323,Wahono,defect predict,40,40,7002,424,0.4272920027539147,2,62,2,2,2
324,Wahono,defect predict,50,5,7002,424,0.4243781741865935,204,62,2,4,6
325,Wahono,defect predict,60,60,7002,424,0.42354232161179894,2,62,11,0,3
326,Wahono,defect predict,70,70,7002,424,0.4109669756358341,2,62,5,2,2
327,Wahono,defect predict,80,80,7002,424,0.40241295660340126,2,62,5,2,3
328,Wahono,defect predict,90,90,7002,424,0.40039944361884827,2,62,3,2,2
329,Wahono,defect predict,100,2,7002,424,0.39019797845877435,2,62,6,2,4
330,Wahono,defect predict,110,2,7002,424,0.3895032986263346,2,62,12,0,1
331,Wahono,defect predict,120,2,7002,424,0.38104992388108927,2,62,2,1,2
332,Wahono,defect predict,130,2,7002,424,0.3809496134163993,2,62,11,0,1
333,Wahono,defect predict,140,2,7002,424,0.3824912010531036,2,62,11,0,2
